label,feature
9,8:1 236:1.0 799:1.0 1211:1.0 264:1.0 1276:1.0 1277:1.0 1278:1.0 1279:1.0 1280:1.0 1281:1.0 1282:1.0 831:1.0 1269:1.0 22598:1.0 388:1.0 381:0.6666666666666666 391:0.3333333333333333 104:1.0 398:1.0 957:1.0 1367:1.0 446:1.0 1420:1.0 22664:0.5 22664:0.5 22665:1.0 1590:1.0 1591:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
3,9:1 1283:1.0 1284:1.0 1285:1.0 71:1.0 821:1.0 1261:1.0 1262:1.0 1263:1.0 22594:1.0 22595:1.0 22596:1.0 327:1.0 3180:1.0 3181:1.0 390:1.0 103:1.0 98:0.5 389:1.0 107:1.0 423:1.0 4182:1.0 22260:1.0 22604:1.0 444:1.0 1985:1.0 3270:1.0 11884:1.0 1479:1.0 1479:1.0 22645:1.0 3369:0.5 3369:0.5 22683:1.0 22684:1.0 197:0.5 198:0.5 204:1.0 31465:1.0 212:1.0 
14,3:1 828:1.0 1267:1.0 22597:1.0 71:1.0 317:1.0 353:1.0 3173:1.0 3174:1.0 3175:1.0 3176:1.0 3177:1.0 350:1.0 868:1.0 869:1.0 105:1.0 388:1.0 683:0.8333333333333334 391:0.6666666666666666 381:0.5 103:0.3333333333333333 101:0.16666666666666666 389:1.0 398:1.0 441:1.0 3236:1.0 2570:1.0 3278:1.0 22646:1.0 22646:1.0 1094:0.5 1094:0.5 108924:1.0 3418:1.0 3419:1.0 744:0.5 745:0.5 204:1.0 22697:1.0 212:1.0 
9,14:1 324:1.0 3178:1.0 3179:1.0 264:1.0 340:1.0 672:1.0 861:1.0 862:1.0 863:1.0 864:1.0 865:1.0 327:1.0 1243:1.0 1244:1.0 390:1.0 388:1.0 683:0.8333333333333334 391:0.6666666666666666 101:0.5 381:0.3333333333333333 888:0.16666666666666666 387:1.0 398:1.0 954:1.0 955:1.0 956:1.0 451:1.0 1024:1.0 1025:1.0 3325:1.0 3325:1.0 108911:1.0 1521:0.5 1521:0.5 66814:1.0 1137:1.0 1138:1.0 748:0.5 749:0.5 204:1.0 64546:1.0 212:1.0 1166:1.0 
2,9:1 347:1.0 866:1.0 867:1.0 71:1.0 317:1.0 318:1.0 1236:1.0 1237:1.0 1238:1.0 1239:1.0 1240:1.0 275:1.0 819:1.0 820:1.0 390:1.0 379:1.0 96:1.0 395:1.0 109:1.0 1354:1.0 143:1.0 1406:1.0 1060:1.0 1060:1.0 66788:1.0 1077:0.5 1077:0.5 1549:1.0 1579:1.0 1580:1.0 744:0.5 745:0.5 204:1.0 32518:1.0 212:1.0 1165:1.0 
7,2:1 324:1.0 1241:1.0 1242:1.0 264:1.0 265:1.0 811:1.0 812:1.0 813:1.0 814:1.0 815:1.0 816:1.0 380:1.0 95:1.0 683:0.5 413:1.0 460:1.0 1466:1.0 1466:1.0 1493:1.0 1556:1.0 178:1.0 1118:1.0 1119:1.0 1120:0.5 190:0.5 12873:1.0 1164:1.0 
2,25:1 71:1.0 317:1.0 318:1.0 1236:1.0 1237:1.0 1238:1.0 1239:1.0 1240:1.0 251:1.0 6466:1.0 64475:1.0 379:1.0 101:0.5 1329:1.0 395:1.0 109:1.0 1354:1.0 143:1.0 1406:1.0 152:1.0 35105:1.0 106645:0.5 106645:0.5 26727:1.0 1580:1.0 573:0.5 574:0.5 617:1.0 212:1.0 213:1.0 
10,2:1 324:1.0 1241:1.0 1242:1.0 71:1.0 241:1.0 330:1.0 6459:1.0 6474:1.0 64471:1.0 95894:1.0 95895:1.0 251:1.0 252:1.0 253:1.0 380:1.0 391:1.0 104:1.0 396:1.0 1343:1.0 14848:1.0 33542:1.0 95896:1.0 95897:1.0 7409:1.0 8453:1.0 65316:1.0 65317:1.0 95903:1.0 26672:1.0 1466:1.0 535:0.5 535:0.5 95925:1.0 95926:1.0 1116:0.5 1117:0.5 204:1.0 96656:1.0 214:1.0 
3,10:1 248:1.0 6464:1.0 64474:1.0 71:1.0 241:1.0 242:1.0 243:1.0 244:1.0 245:1.0 246:1.0 247:1.0 251:1.0 4156:1.0 4157:1.0 1330:1.0 103:1.0 98:0.5 389:1.0 106:1.0 404:1.0 405:1.0 406:1.0 407:1.0 408:1.0 451:1.0 452:1.0 453:1.0 454:1.0 455:1.0 95906:1.0 95906:1.0 4253:0.5 4253:0.5 63404:1.0 63410:1.0 580:1.0 1116:0.5 1117:0.5 204:1.0 215:1.0 
9,3:1 248:1.0 249:1.0 250:1.0 71:1.0 241:1.0 330:1.0 4149:1.0 4150:1.0 4151:1.0 4152:1.0 4153:1.0 1663:1.0 1664:1.0 1665:1.0 105:1.0 388:1.0 103:0.75 381:0.5 98:0.25 387:1.0 398:1.0 423:1.0 4182:1.0 4183:1.0 4184:1.0 984:1.0 985:1.0 4205:1.0 4206:1.0 499:1.0 499:1.0 63395:1.0 1782:0.5 1782:0.5 36704:1.0 4276:1.0 4277:1.0 197:0.5 198:0.5 204:1.0 212:1.0 216:1.0 
5,9:1 248:1.0 4154:1.0 4155:1.0 26:1.0 1653:1.0 1654:1.0 1655:1.0 1656:1.0 1657:1.0 1658:1.0 1659:1.0 92:1.0 93:1.0 4976:1.0 390:1.0 379:1.0 102:0.8571428571428571 98:0.7142857142857143 101:0.5714285714285714 381:0.42857142857142855 95:0.2857142857142857 388:0.14285714285714285 99:1.0 1343:1.0 471:1.0 4231:1.0 4231:1.0 36688:1.0 91616:0.5 91616:0.5 1811:1.0 1812:1.0 193:0.5 194:0.5 204:1.0 
4,5:1 1660:1.0 1661:1.0 1662:1.0 26:1.0 85:1.0 86:1.0 87:1.0 88:1.0 4972:1.0 12076:1.0 12077:1.0 92:1.0 93:1.0 5205:1.0 380:1.0 98:1.0 103:0.5 99:1.0 106:1.0 909:1.0 914:1.0 12550:1.0 91580:1.0 1976:1.0 1977:1.0 38804:1.0 91585:1.0 1758:1.0 1758:1.0 49313:0.5 49313:0.5 91628:1.0 91629:1.0 197:0.5 198:0.5 204:1.0 
4,4:1 236:1.0 799:1.0 4975:1.0 26:1.0 85:1.0 86:1.0 87:1.0 88:1.0 5201:1.0 18608:1.0 18609:1.0 251:1.0 6466:1.0 64475:1.0 100:1.0 98:1.0 1329:1.0 106:1.0 936:1.0 7537:1.0 7538:1.0 49246:1.0 451:1.0 1024:1.0 21775:1.0 49267:1.0 91600:1.0 91600:1.0 106645:0.5 106645:0.5 49334:1.0 49335:1.0 197:0.5 198:0.5 204:1.0 212:1.0 
10,4:1 236:1.0 799:1.0 5204:1.0 71:1.0 241:1.0 330:1.0 6459:1.0 6474:1.0 64471:1.0 95894:1.0 95895:1.0 92:1.0 809:1.0 18846:1.0 100:1.0 391:1.0 99:1.0 396:1.0 1343:1.0 14848:1.0 33542:1.0 95896:1.0 95897:1.0 7409:1.0 8453:1.0 65316:1.0 65317:1.0 95903:1.0 49292:1.0 49292:1.0 18928:0.5 18928:0.5 95925:1.0 95926:1.0 1116:0.5 1117:0.5 204:1.0 
4,10:1 248:1.0 6464:1.0 64474:1.0 26:1.0 85:1.0 230:1.0 802:1.0 5558:1.0 18842:1.0 18843:1.0 18844:1.0 275:1.0 819:1.0 820:1.0 1330:1.0 98:1.0 96:1.0 398:1.0 399:1.0 4996:1.0 7953:1.0 477:1.0 8769:1.0 18878:1.0 95906:1.0 95906:1.0 1077:0.5 1077:0.5 23709:1.0 18955:1.0 18956:1.0 748:0.5 749:0.5 204:1.0 212:1.0 
7,4:1 236:1.0 807:1.0 18845:1.0 264:1.0 265:1.0 811:1.0 812:1.0 813:1.0 814:1.0 815:1.0 816:1.0 92:1.0 262:1.0 7513:1.0 100:1.0 95:1.0 683:0.5 887:1.0 413:1.0 460:1.0 18903:1.0 18903:1.0 23701:1.0 10473:0.5 7635:0.5 11346:1.0 1118:1.0 1119:1.0 1120:0.5 190:0.5 
6,7:1 272:1.0 817:1.0 818:1.0 26:1.0 85:1.0 254:1.0 255:1.0 7508:1.0 7509:1.0 7510:1.0 7511:1.0 92:1.0 809:1.0 4447:1.0 97:1.0 101:1.0 381:0.5 99:1.0 107:1.0 936:1.0 7537:1.0 7538:1.0 7539:1.0 1026:1.0 2748:1.0 7569:1.0 7570:1.0 1043:1.0 1043:1.0 11334:1.0 8820:0.5 8820:0.5 52040:1.0 10504:1.0 7663:1.0 596:0.5 597:0.5 618:1.0 61531:1.0 212:1.0 
4,6:1 236:1.0 260:1.0 7512:1.0 26:1.0 85:1.0 230:1.0 802:1.0 3154:1.0 4443:1.0 8740:1.0 8741:1.0 68:1.0 69:1.0 70:1.0 682:1.0 98:1.0 387:1.0 107:1.0 429:1.0 430:1.0 431:1.0 2938:1.0 2939:1.0 446:1.0 483:1.0 1388:1.0 1389:1.0 8773:1.0 10447:1.0 7604:1.0 52026:1.0 1504:0.5 171:0.5 114352:1.0 8849:1.0 8850:1.0 1116:0.5 1117:0.5 204:1.0 71283:1.0 212:1.0 
2,4:1 236:1.0 807:1.0 4446:1.0 57:1.0 58:1.0 59:1.0 60:1.0 61:1.0 62:1.0 63:1.0 64:1.0 251:1.0 1193:1.0 1194:1.0 100:1.0 379:1.0 98:0.8 101:0.6 684:0.4 102:0.2 104:1.0 122:1.0 143:1.0 8795:1.0 8795:1.0 114325:1.0 1506:0.5 1506:0.5 1507:1.0 1557:1.0 192:1.0 1558:0.5 1559:0.5 620:1.0 
3,2:1 65:1.0 66:1.0 67:1.0 71:1.0 241:1.0 242:1.0 1186:1.0 1187:1.0 1188:1.0 1189:1.0 1190:1.0 327:1.0 5571:1.0 18614:1.0 380:1.0 103:1.0 391:0.5 99:1.0 107:1.0 1338:1.0 1339:1.0 471:1.0 1393:1.0 1445:1.0 162:1.0 1451:1.0 74413:0.5 74413:0.5 1564:1.0 1565:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
3,3:1 248:1.0 1191:1.0 1192:1.0 71:1.0 317:1.0 1195:1.0 5564:1.0 10839:1.0 18610:1.0 18611:1.0 18612:1.0 92:1.0 3152:1.0 11935:1.0 105:1.0 98:1.0 103:0.5 387:1.0 106:1.0 429:1.0 430:1.0 431:1.0 10408:1.0 21349:1.0 74323:1.0 74324:1.0 74325:1.0 1426:1.0 4788:1.0 4789:1.0 11392:1.0 11393:1.0 74351:1.0 74352:1.0 74353:1.0 1452:1.0 1452:1.0 12005:0.5 12005:0.5 74435:1.0 74436:1.0 752:0.5 753:0.5 204:1.0 
5,3:1 324:1.0 5569:1.0 18613:1.0 26:1.0 85:1.0 1245:1.0 2523:1.0 2524:1.0 2525:1.0 2526:1.0 2527:1.0 92:1.0 809:1.0 4447:1.0 100:1.0 379:1.0 391:0.6666666666666666 98:0.3333333333333333 99:1.0 395:1.0 423:1.0 1940:1.0 2547:1.0 2548:1.0 148:1.0 2564:1.0 2565:1.0 2566:1.0 74382:1.0 74382:1.0 4587:0.5 4587:0.5 12037:1.0 2603:1.0 197:0.5 198:0.5 204:1.0 
4,5:1 236:1.0 2528:1.0 2529:1.0 26:1.0 85:1.0 230:1.0 802:1.0 3154:1.0 4443:1.0 4444:1.0 4445:1.0 350:1.0 680:1.0 681:1.0 380:1.0 98:1.0 103:0.5 389:1.0 106:1.0 423:1.0 1940:1.0 4495:1.0 4496:1.0 446:1.0 4520:1.0 4521:1.0 4522:1.0 2583:1.0 2583:1.0 733:0.5 733:0.5 11263:1.0 4632:1.0 197:0.5 198:0.5 204:1.0 212:1.0 
9,4:1 236:1.0 807:1.0 4446:1.0 264:1.0 340:1.0 672:1.0 673:1.0 674:1.0 675:1.0 676:1.0 677:1.0 660:1.0 1205:1.0 1206:1.0 100:1.0 388:1.0 683:0.75 381:0.5 391:0.25 387:1.0 398:1.0 697:1.0 698:1.0 699:1.0 700:1.0 144:1.0 711:1.0 712:1.0 713:1.0 4545:1.0 4545:1.0 1511:0.5 1511:0.5 1512:1.0 754:1.0 755:1.0 197:0.5 198:0.5 204:1.0 52977:1.0 
5,9:1 347:1.0 678:1.0 679:1.0 26:1.0 220:1.0 221:1.0 222:1.0 223:1.0 224:1.0 225:1.0 226:1.0 92:1.0 239:1.0 1293:1.0 390:1.0 379:1.0 1331:0.6666666666666666 381:0.3333333333333333 99:1.0 395:1.0 399:1.0 400:1.0 444:1.0 445:1.0 723:1.0 723:1.0 1456:1.0 1537:0.5 1537:0.5 1538:1.0 1568:1.0 572:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
4,5:1 227:1.0 228:1.0 229:1.0 26:1.0 85:1.0 230:1.0 231:1.0 232:1.0 1289:1.0 1290:1.0 1291:1.0 853:1.0 3145:1.0 3146:1.0 380:1.0 98:1.0 96:1.0 106:1.0 936:1.0 937:1.0 1368:1.0 1369:1.0 1370:1.0 1371:1.0 451:1.0 1421:1.0 1422:1.0 1423:1.0 1424:1.0 1425:1.0 493:1.0 493:1.0 1481:1.0 3353:0.5 3353:0.5 1592:1.0 1593:1.0 1575:0.5 1576:0.5 204:1.0 21486:1.0 212:1.0 
7,4:1 236:1.0 237:1.0 1292:1.0 264:1.0 843:1.0 3137:1.0 3138:1.0 3139:1.0 3140:1.0 3141:1.0 3142:1.0 44:1.0 286:1.0 287:1.0 100:1.0 95:1.0 1331:0.6666666666666666 381:0.3333333333333333 3225:1.0 3269:1.0 1482:1.0 1482:1.0 3405:1.0 3406:1.0 3407:0.5 190:0.5 
8,7:1 850:1.0 3143:1.0 3144:1.0 26:1.0 27:1.0 278:1.0 279:1.0 280:1.0 281:1.0 282:1.0 283:1.0 44:1.0 286:1.0 2655:1.0 97:1.0 887:1.0 396:1.0 434:1.0 2706:1.0 10871:1.0 89521:1.0 1976:1.0 56657:1.0 3309:1.0 3309:1.0 2455:0.5 2456:0.5 618:1.0 640:1.0 212:1.0 641:1.0 
8,8:1 34:1.0 284:1.0 285:1.0 26:1.0 27:1.0 278:1.0 279:1.0 2650:1.0 2651:1.0 2652:1.0 2653:1.0 853:1.0 3145:1.0 3146:1.0 101:1.0 96:1.0 685:1.0 404:1.0 405:1.0 406:1.0 444:1.0 6543:1.0 56734:1.0 86401:1.0 86402:1.0 86403:1.0 86404:1.0 3353:0.5 3353:0.5 6662:0.5 6663:0.5 618:1.0 774:1.0 212:1.0 1639:1.0 2521:1.0 
7,8:1 34:1.0 284:1.0 2654:1.0 264:1.0 843:1.0 3137:1.0 3138:1.0 3139:1.0 3140:1.0 3141:1.0 3142:1.0 327:1.0 7941:1.0 11599:1.0 682:1.0 95:1.0 1331:0.6666666666666666 381:0.3333333333333333 1329:1.0 3225:1.0 3269:1.0 37406:0.5 37406:0.5 3405:1.0 3406:1.0 3407:0.5 190:0.5 2520:1.0 
4,7:1 850:1.0 3143:1.0 3144:1.0 71:1.0 317:1.0 353:1.0 7934:1.0 11594:1.0 11595:1.0 11596:1.0 11597:1.0 97:1.0 391:1.0 98:0.5 107:1.0 109:1.0 4047:1.0 4048:1.0 4049:1.0 5597:1.0 37329:1.0 37330:1.0 446:1.0 1420:1.0 10729:1.0 26863:1.0 36935:1.0 36936:1.0 36937:1.0 3309:1.0 3309:1.0 178:1.0 37440:1.0 37441:1.0 1108:0.5 1109:0.5 204:1.0 66744:1.0 212:1.0 6131:1.0 
8,25:1 26:1.0 27:1.0 278:1.0 279:1.0 280:1.0 281:1.0 282:1.0 283:1.0 44:1.0 286:1.0 2655:1.0 101:1.0 887:1.0 396:1.0 936:1.0 2273:1.0 44097:1.0 44098:1.0 44099:1.0 477:1.0 8769:1.0 44117:1.0 44118:1.0 44119:1.0 152:1.0 2798:0.5 2799:0.5 44163:1.0 44164:1.0 577:0.5 578:0.5 617:1.0 774:1.0 212:1.0 1639:1.0 1640:1.0 213:1.0 
8,8:1 34:1.0 284:1.0 285:1.0 26:1.0 27:1.0 278:1.0 279:1.0 2650:1.0 2651:1.0 2652:1.0 2653:1.0 327:1.0 1203:1.0 10207:1.0 682:1.0 101:1.0 99:1.0 107:1.0 434:1.0 2702:1.0 2703:1.0 2704:1.0 2705:1.0 2737:1.0 2738:1.0 2739:1.0 2740:1.0 2741:1.0 44138:1.0 44139:1.0 71128:0.5 71128:0.5 2834:1.0 2835:1.0 577:0.5 578:0.5 618:1.0 640:1.0 774:1.0 212:1.0 1639:1.0 1640:1.0 641:1.0 214:1.0 
3,8:1 34:1.0 284:1.0 2654:1.0 71:1.0 317:1.0 1195:1.0 1196:1.0 10202:1.0 10203:1.0 10204:1.0 10205:1.0 1663:1.0 1664:1.0 1665:1.0 682:1.0 98:1.0 103:0.5 387:1.0 106:1.0 404:1.0 905:1.0 11876:1.0 71088:1.0 71089:1.0 71090:1.0 71091:1.0 148:1.0 2963:1.0 2964:1.0 2965:1.0 71101:1.0 71102:1.0 71103:1.0 2770:1.0 2771:1.0 1782:0.5 1782:0.5 71150:1.0 71151:1.0 1108:0.5 1109:0.5 204:1.0 212:1.0 215:1.0 
5,3:1 324:1.0 1201:1.0 10206:1.0 26:1.0 1653:1.0 1654:1.0 1655:1.0 1656:1.0 1657:1.0 1658:1.0 1659:1.0 831:1.0 1234:1.0 1235:1.0 100:1.0 379:1.0 102:0.8571428571428571 98:0.7142857142857143 101:0.5714285714285714 381:0.42857142857142855 95:0.2857142857142857 388:0.14285714285714285 99:1.0 1343:1.0 471:1.0 71112:1.0 71112:1.0 69445:0.5 69445:0.5 1811:1.0 1812:1.0 193:0.5 194:0.5 204:1.0 216:1.0 
4,5:1 1660:1.0 1661:1.0 1662:1.0 71:1.0 821:1.0 1226:1.0 1227:1.0 1228:1.0 1229:1.0 1230:1.0 1231:1.0 350:1.0 868:1.0 869:1.0 380:1.0 98:1.0 103:0.5 389:1.0 106:1.0 3247:1.0 4410:1.0 7808:1.0 69391:1.0 703:1.0 9175:1.0 9176:1.0 69396:1.0 1758:1.0 1758:1.0 1094:0.5 1094:0.5 80372:1.0 69456:1.0 197:0.5 198:0.5 204:1.0 1837:1.0 212:1.0 
9,4:1 828:1.0 1232:1.0 1233:1.0 264:1.0 340:1.0 672:1.0 861:1.0 862:1.0 863:1.0 864:1.0 865:1.0 92:1.0 1253:1.0 8527:1.0 100:1.0 388:1.0 683:0.8333333333333334 391:0.6666666666666666 101:0.5 381:0.3333333333333333 888:0.16666666666666666 382:1.0 398:1.0 954:1.0 955:1.0 956:1.0 451:1.0 1024:1.0 1025:1.0 69420:1.0 69420:1.0 8603:0.5 8603:0.5 62764:1.0 1137:1.0 1138:1.0 748:0.5 749:0.5 204:1.0 212:1.0 
6,9:1 347:1.0 866:1.0 867:1.0 26:1.0 85:1.0 1245:1.0 1246:1.0 8522:1.0 8523:1.0 8524:1.0 8525:1.0 44:1.0 377:1.0 14840:1.0 390:1.0 381:1.0 14841:1.0 685:1.0 3247:1.0 8540:1.0 8541:1.0 2320:1.0 2337:1.0 8559:1.0 1060:1.0 1060:1.0 62754:1.0 14905:0.5 14905:0.5 8623:1.0 8624:1.0 748:0.5 749:0.5 204:1.0 212:1.0 
7,6:1 236:1.0 1251:1.0 8526:1.0 26:1.0 27:1.0 47:1.0 372:1.0 1692:1.0 14836:1.0 14837:1.0 14838:1.0 92:1.0 1915:1.0 3727:1.0 383:1.0 4757:1.0 14843:0.8571428571428571 14844:0.7142857142857143 95:0.5714285714285714 102:0.42857142857142855 98:0.2857142857142857 103:0.14285714285714285 389:1.0 14847:1.0 14871:1.0 8586:1.0 8586:1.0 14918:1.0 14919:1.0 14920:0.5 190:0.5 
4,7:1 34:1.0 2203:1.0 14839:1.0 26:1.0 85:1.0 1245:1.0 1908:1.0 3722:1.0 3723:1.0 32114:1.0 32115:1.0 44:1.0 377:1.0 14840:1.0 14842:1.0 388:1.0 14841:1.0 109:1.0 123:1.0 691:1.0 692:1.0 471:1.0 1007:1.0 13290:1.0 14895:1.0 14895:1.0 14905:0.5 14905:0.5 204:1.0 622:1.0 31792:1.0 
7,4:1 236:1.0 1913:1.0 3726:1.0 26:1.0 27:1.0 47:1.0 372:1.0 1692:1.0 14836:1.0 14837:1.0 14838:1.0 251:1.0 1184:1.0 14750:1.0 390:1.0 4757:1.0 14843:0.8571428571428571 14844:0.7142857142857143 95:0.5714285714285714 102:0.42857142857142855 98:0.2857142857142857 103:0.14285714285714285 99:1.0 14847:1.0 14871:1.0 14795:0.5 14795:0.5 14918:1.0 14919:1.0 14920:0.5 190:0.5 
4,7:1 34:1.0 2203:1.0 14839:1.0 71:1.0 241:1.0 298:1.0 1177:1.0 14745:1.0 14746:1.0 14747:1.0 14748:1.0 275:1.0 819:1.0 820:1.0 14842:1.0 98:1.0 103:0.5 96:1.0 106:1.0 423:1.0 7969:1.0 12796:1.0 14756:1.0 14757:1.0 967:1.0 8927:1.0 14764:1.0 14765:1.0 14766:1.0 14895:1.0 14895:1.0 1077:0.5 1077:0.5 128448:1.0 14814:1.0 14815:1.0 1116:0.5 1117:0.5 204:1.0 212:1.0 
7,4:1 248:1.0 1182:1.0 14749:1.0 264:1.0 265:1.0 811:1.0 812:1.0 813:1.0 814:1.0 815:1.0 816:1.0 251:1.0 1651:1.0 1652:1.0 100:1.0 95:1.0 683:0.5 104:1.0 413:1.0 460:1.0 14779:1.0 14779:1.0 128436:1.0 1778:0.5 1779:0.5 48561:1.0 1118:1.0 1119:1.0 1120:0.5 190:0.5 
3,7:1 272:1.0 817:1.0 818:1.0 71:1.0 241:1.0 242:1.0 1644:1.0 1645:1.0 1646:1.0 1647:1.0 1648:1.0 92:1.0 1915:1.0 6962:1.0 97:1.0 103:1.0 101:0.5 382:1.0 107:1.0 404:1.0 1697:1.0 143:1.0 1723:1.0 1043:1.0 1043:1.0 48540:1.0 117691:0.5 117691:0.5 1808:1.0 1809:1.0 573:0.5 574:0.5 618:1.0 212:1.0 
6,3:1 248:1.0 1649:1.0 1650:1.0 26:1.0 85:1.0 1245:1.0 1908:1.0 3722:1.0 6958:1.0 6959:1.0 6960:1.0 92:1.0 93:1.0 4976:1.0 105:1.0 381:1.0 99:1.0 685:1.0 1372:1.0 2719:1.0 9649:1.0 9650:1.0 9651:1.0 71888:1.0 117637:1.0 117638:1.0 117639:1.0 117640:1.0 117641:1.0 446:1.0 976:1.0 8200:1.0 8201:1.0 117652:1.0 117653:1.0 117654:1.0 117655:1.0 117656:1.0 117657:1.0 117658:1.0 1754:1.0 1755:1.0 117710:1.0 117711:1.0 2612:0.5 2613:0.5 204:1.0 
4,6:1 236:1.0 1913:1.0 6961:1.0 26:1.0 85:1.0 86:1.0 87:1.0 88:1.0 4972:1.0 4973:1.0 4974:1.0 1858:1.0 4740:1.0 4741:1.0 383:1.0 98:1.0 1329:1.0 106:1.0 1338:1.0 54556:1.0 54557:1.0 54558:1.0 967:1.0 3826:1.0 7274:1.0 31104:1.0 117672:1.0 117672:1.0 4872:0.5 4872:0.5 9826:0.5 9827:0.5 204:1.0 
10,4:1 236:1.0 799:1.0 4975:1.0 57:1.0 1848:1.0 2630:1.0 4733:1.0 4734:1.0 4735:1.0 4736:1.0 4737:1.0 660:1.0 661:1.0 662:1.0 100:1.0 391:1.0 387:1.0 685:1.0 399:1.0 415:1.0 2689:1.0 2690:1.0 4776:1.0 4777:1.0 130:1.0 2314:1.0 2315:1.0 4798:1.0 4799:1.0 4800:1.0 729:0.5 729:0.5 4912:1.0 4913:1.0 1575:0.5 1576:0.5 204:1.0 212:1.0 
5,10:1 1855:1.0 4738:1.0 4739:1.0 26:1.0 220:1.0 652:1.0 653:1.0 654:1.0 655:1.0 656:1.0 657:1.0 92:1.0 1253:1.0 8527:1.0 1330:1.0 379:1.0 101:0.8571428571428571 381:0.7142857142857143 684:0.5714285714285714 98:0.42857142857142855 388:0.2857142857142857 103:0.14285714285714285 382:1.0 395:1.0 423:1.0 689:1.0 690:1.0 446:1.0 483:1.0 484:1.0 4837:1.0 4837:1.0 8603:0.5 8603:0.5 41460:1.0 746:1.0 747:1.0 748:0.5 749:0.5 204:1.0 774:1.0 
6,5:1 227:1.0 658:1.0 659:1.0 26:1.0 85:1.0 1245:1.0 1246:1.0 8522:1.0 8523:1.0 8524:1.0 8525:1.0 92:1.0 93:1.0 15460:1.0 380:1.0 381:1.0 99:1.0 685:1.0 3247:1.0 8540:1.0 8541:1.0 2320:1.0 2337:1.0 8559:1.0 719:1.0 719:1.0 41453:1.0 8623:1.0 8624:1.0 748:0.5 749:0.5 204:1.0 212:1.0 
4,6:1 236:1.0 1251:1.0 8526:1.0 26:1.0 85:1.0 86:1.0 87:1.0 88:1.0 5192:1.0 5193:1.0 5194:1.0 275:1.0 1690:1.0 1691:1.0 383:1.0 98:1.0 96:1.0 106:1.0 1338:1.0 54556:1.0 54557:1.0 64862:1.0 64863:1.0 130:1.0 7051:1.0 17525:1.0 17526:1.0 8586:1.0 8586:1.0 1800:0.5 1800:0.5 5116:0.5 5117:0.5 204:1.0 41479:1.0 1166:1.0 
7,4:1 236:1.0 799:1.0 5195:1.0 264:1.0 265:1.0 288:1.0 1683:1.0 1684:1.0 1685:1.0 1686:1.0 1687:1.0 44:1.0 377:1.0 2249:1.0 100:1.0 95:1.0 439:1.0 487:1.0 6642:0.5 37870:1.0 1825:1.0 1826:1.0 1827:0.5 190:0.5 1165:1.0 
12,7:1 272:1.0 1688:1.0 1689:1.0 26:1.0 27:1.0 47:1.0 372:1.0 1932:1.0 2246:1.0 6483:1.0 6484:1.0 97:1.0 111:1.0 6523:1.0 6524:1.0 6525:1.0 6526:1.0 6527:1.0 6528:1.0 6529:1.0 6530:1.0 6531:1.0 6532:1.0 6533:1.0 132:1.0 988:1.0 989:1.0 990:1.0 991:1.0 6571:1.0 6572:1.0 6573:1.0 6574:1.0 6575:1.0 6576:1.0 6577:1.0 1776:1.0 1776:1.0 37847:1.0 8372:1.0 178:1.0 6665:1.0 204:1.0 765:1.0 1847:1.0 1164:1.0 
20,25:1 26:1.0 27:1.0 47:1.0 1314:1.0 3132:1.0 3214:1.0 17338:1.0 17339:1.0 92:1.0 670:1.0 3614:1.0 103:1.0 98:0.5 99:1.0 395:1.0 1338:1.0 17356:1.0 23500:1.0 76471:1.0 76472:1.0 444:1.0 152:1.0 577:0.5 578:0.5 617:1.0 640:1.0 213:1.0 3131:1.0 
4,20:1 34:1.0 1319:1.0 3217:1.0 26:1.0 85:1.0 86:1.0 663:1.0 3610:1.0 3611:1.0 3612:1.0 3613:1.0 44:1.0 377:1.0 378:1.0 105:1.0 98:1.0 106:1.0 404:1.0 905:1.0 5383:1.0 5384:1.0 66210:1.0 967:1.0 2330:1.0 2331:1.0 3397:0.5 3397:0.5 2612:0.5 2613:0.5 204:1.0 214:1.0 3652:1.0 
11,4:1 236:1.0 668:1.0 6817:1.0 26:1.0 27:1.0 47:1.0 372:1.0 373:1.0 374:1.0 3219:1.0 3220:1.0 100:1.0 2289:1.0 3253:1.0 142:1.0 3295:1.0 4117:1.0 178:1.0 3439:1.0 3440:1.0 3441:0.5 3442:0.5 621:1.0 215:1.0 3651:1.0 
8,25:1 26:1.0 27:1.0 278:1.0 279:1.0 280:1.0 281:1.0 282:1.0 283:1.0 44:1.0 286:1.0 2655:1.0 101:1.0 887:1.0 396:1.0 936:1.0 2273:1.0 44097:1.0 44098:1.0 44099:1.0 477:1.0 8769:1.0 44117:1.0 44118:1.0 44119:1.0 152:1.0 44163:1.0 44164:1.0 577:0.5 578:0.5 617:1.0 774:1.0 212:1.0 1639:1.0 1640:1.0 213:1.0 
21,8:1 34:1.0 284:1.0 285:1.0 26:1.0 27:1.0 278:1.0 279:1.0 2650:1.0 2651:1.0 2652:1.0 2653:1.0 92:1.0 1915:1.0 3727:1.0 682:1.0 101:1.0 685:1.0 404:1.0 2708:1.0 21729:1.0 444:1.0 6543:1.0 44138:1.0 44139:1.0 97386:0.5 97387:0.5 2848:1.0 214:1.0 
